2.005208235465852917e-01,2.005167088022422606e-01,2.005236620565498951e-01,2.004660431092526451e-01,2.002732838949966010e-01,2.001546068666206490e-01,2.001222852702189692e-01,2.003855934346103207e-01,1.991555914189133691e-01
2.005565946677027311e-01,2.005493209417509304e-01,1.999042453787041596e-01,2.005325367981115603e-01,2.005645210602630957e-01,2.005413497383844446e-01,2.005640976032243006e-01,2.005669224548758678e-01,2.004459229611957050e-01
2.005702288770208896e-01,2.005662175579159823e-01,2.005479989207852032e-01,2.005713534984961688e-01,2.004576507659137918e-01,2.004842117621670750e-01,2.004939694353097268e-01,2.005484075775932074e-01,2.002025739852900665e-01
2.005727676364192358e-01,2.005745126804743539e-01,2.003251890687104686e-01,2.005657939716445626e-01,2.003643886981045230e-01,2.003668233151529032e-01,2.003320274476495799e-01,2.005282369357341554e-01,2.005856776821876852e-01
2.005631447617998442e-01,2.005630994047832849e-01,2.005666437618371933e-01,2.005640539662594812e-01,2.005658984609286211e-01,2.005648207553027973e-01,2.005649830294201075e-01,2.005676219002467398e-01,2.005652227447775049e-01
2.005931086701897570e-01,2.005932629646258458e-01,2.002634236118214506e-01,2.005451391560312824e-01,2.003736068000792903e-01,2.003729485408255462e-01,2.003144530786848121e-01,2.005113424192658533e-01,2.006030476686866959e-01
2.005720421480973181e-01,2.005996136114478190e-01,2.006002553782910702e-01,2.004668816065177939e-01,2.005756150948821426e-01,2.004517460339891033e-01,2.004508034852650056e-01,2.005383421683576139e-01,2.006123781818529295e-01
2.005883172627149491e-01,2.006047089458289079e-01,2.005012339502459107e-01,2.005546578977776551e-01,2.004891716055466899e-01,2.003816699955514868e-01,2.003671924944971927e-01,2.005091153720588992e-01,2.005395859086383514e-01
2.006207827752611028e-01,2.006213528724069273e-01,2.004651831370759252e-01,2.005351726643424537e-01,2.005840649944204968e-01,2.004701226348878373e-01,2.004913116125278949e-01,2.005366361765385519e-01,2.006292153865127936e-01
2.006328300759125105e-01,2.006264136209058302e-01,2.006221653678884331e-01,2.006310752063035219e-01,2.004930250339295728e-01,2.005108383086474100e-01,2.005804671078106338e-01,2.006148448914663318e-01,2.004443351562725240e-01
2.006389701685120375e-01,2.006381889532823648e-01,2.002751907436361167e-01,2.004443504048570301e-01,2.006326024453574663e-01,2.005380719096720998e-01,2.005109720707700383e-01,2.006024789602467995e-01,2.006297968228755169e-01
2.006402460157837853e-01,2.006367664475524337e-01,2.006015903113824161e-01,2.006377552230548533e-01,2.003688856833956700e-01,2.004518528383302522e-01,2.004601471840110893e-01,2.002314059479116948e-01,2.004494579777527097e-01
2.006536283126703069e-01,2.006360304332882871e-01,2.000613092174281793e-01,2.006380568514730955e-01,2.006622718992997212e-01,2.006327593807115672e-01,2.006539963016411854e-01,2.006624023655306233e-01,2.005229646546667077e-01
2.006680046773158255e-01,2.006529624069821605e-01,2.005617375514975043e-01,2.006681184814956831e-01,2.005014501695300544e-01,2.004691194061858084e-01,2.004543988695427215e-01,2.006333362237243401e-01,2.006085729510406479e-01
2.006728562109997005e-01,2.006722784003372728e-01,2.006081439859097870e-01,2.005332471810362116e-01,2.006413009998559427e-01,2.003993540340774648e-01,2.003443704623492638e-01,2.005861824092504409e-01,2.005875373204369372e-01
2.006715687645860835e-01,2.006688063085655671e-01,2.005972338269027266e-01,2.006699992202774507e-01,2.004384976526986106e-01,2.004337269975765834e-01,2.003395273691026823e-01,2.005847448472759531e-01,2.004685756821838194e-01
2.006874806717363346e-01,2.006870060840591496e-01,2.006818373430455937e-01,2.006838712724385576e-01,2.005874884869619512e-01,2.004683877583826879e-01,2.005675258035717334e-01,2.006699747486989094e-01,2.004712785032277678e-01
2.005518779824081443e-01,2.006974952716732152e-01,2.006912872445967555e-01,2.006315891519216410e-01,2.005778321499058492e-01,2.003899962132139889e-01,2.004816983424773380e-01,2.006468962236472586e-01,2.002234079311736581e-01
2.007117369851436073e-01,2.007124959838297029e-01,2.007125768144371880e-01,2.006161434190129877e-01,2.002902292224337799e-01,2.005752232628374432e-01,2.005776273296759338e-01,2.006372451776686772e-01,2.005058053816817509e-01
2.007205748374289445e-01,2.007354926358788927e-01,2.007370161634586536e-01,2.005068000390484440e-01,2.007333944258700986e-01,2.005732386008418633e-01,2.005741910219635271e-01,2.006498679954749897e-01,2.007316311440482115e-01
2.005624606993796077e-01,2.004607168582678844e-01,2.007214334692102031e-01,2.007489922882090272e-01,2.007482804774009533e-01,2.007503167875774597e-01,2.007509763246686507e-01,2.007507276020514542e-01,2.006068915537777830e-01
2.007498494185193938e-01,2.007290399989147545e-01,2.004877297373084122e-01,2.007310517082940282e-01,2.004107379621389018e-01,2.007307187519749292e-01,2.007250221418770131e-01,2.007643015818437737e-01,2.007256428130058390e-01
2.007413074731927149e-01,2.007595901586457787e-01,2.007439218413684112e-01,2.007612138603392660e-01,2.007587664194316335e-01,2.007620200983736003e-01,2.006658205169001841e-01,2.003879610945502598e-01,2.007627694749520297e-01
2.007627394451594327e-01,2.007554834790399867e-01,2.007630088233172683e-01,2.007058539288728849e-01,2.006665666289435546e-01,2.006628414812753614e-01,2.006236360460214863e-01,2.007136846812346276e-01,2.006367076504448621e-01
2.007654193548833454e-01,2.007664668905773109e-01,2.007440249680679245e-01,2.007396341941403706e-01,2.003224781671646970e-01,2.004379782158115519e-01,2.005085536107791000e-01,2.007236509511017009e-01,2.005425808408010935e-01
2.005249672371273162e-01,2.007400201180412347e-01,2.007538119937615217e-01,2.007751501388105597e-01,2.007910352653901886e-01,2.007796540907839655e-01,2.007921186344644726e-01,2.007950571615715607e-01,2.005771252225473644e-01
2.007896260741551253e-01,2.007966114755740106e-01,2.007082677476295096e-01,2.007732311387517010e-01,2.005327548934051629e-01,2.006294291947715025e-01,2.006533009694811687e-01,2.007835033001565128e-01,2.007955321252339886e-01
2.008008216697654558e-01,2.008016787548807525e-01,2.006329532017138706e-01,2.007371654831315300e-01,2.007388867678793765e-01,2.005859130764791887e-01,2.006542844112755020e-01,2.006880273142412074e-01,2.008168679774889887e-01
2.008182206251195034e-01,2.007876000318317977e-01,2.007127292982423816e-01,2.008004932696836331e-01,2.005443774344225494e-01,2.005579836408399597e-01,2.006328813293310476e-01,2.007078718107196957e-01,2.006915665923734993e-01
2.007141475398746822e-01,2.006240942093763524e-01,2.005682133366479547e-01,2.008219027182209515e-01,2.008237840710224986e-01,2.008248611409918505e-01,2.008222382295805353e-01,2.008243688397023108e-01,2.008242937959270336e-01
2.008230493897457392e-01,2.008222394094980323e-01,2.007209735904538217e-01,2.008163968422998491e-01,2.007445965677470689e-01,2.007207217037585423e-01,2.006939588183379308e-01,2.008135051191096698e-01,2.008125619850623655e-01
2.008204580912370807e-01,2.008176064763399216e-01,2.005410928693235895e-01,2.006943497278900479e-01,2.008159314131114648e-01,2.007283879034725271e-01,2.007078890768981549e-01,2.008040583261869738e-01,2.008370744602021862e-01
2.008005279549570365e-01,2.008012743466590644e-01,2.006993624595891923e-01,2.008306571949530217e-01,2.006923723457319786e-01,2.008435311804672996e-01,2.008201363750270196e-01,2.007861945108165846e-01,2.008447306046522440e-01
2.008430863691308133e-01,2.008448964620759558e-01,2.008333398186274710e-01,2.003140775916323613e-01,2.008038547274611507e-01,2.004812210510074078e-01,2.005202061537577352e-01,2.007126680664962637e-01,1.988191867757528042e-01
2.008913043263524378e-01,2.008912218392443771e-01,2.008942828382215273e-01,2.008729184805519152e-01,2.005482405474362517e-01,2.006973421099735866e-01,2.007018668908428227e-01,2.008059979356730806e-01,2.003446060729764666e-01
2.008947641865968248e-01,2.008960017042405732e-01,2.004576780748613396e-01,2.006524605070234002e-01,2.008883171029219594e-01,2.007586382193248531e-01,2.007398545867238315e-01,2.008381588350639513e-01,2.008900586174506009e-01
2.008857247076419050e-01,2.008754919158900476e-01,2.007086096320055968e-01,2.008943078076247390e-01,2.003314154994574325e-01,2.008858334597003192e-01,2.008971797815049254e-01,2.009017112698792407e-01,2.008971285168600074e-01
2.009029116737038045e-01,2.008978191744949793e-01,2.005109101059181220e-01,2.007741202723540841e-01,2.008510606005028398e-01,2.005260545729486699e-01,2.006356145036785332e-01,2.007295056197091476e-01,2.008856379405853931e-01
2.008954120968206303e-01,2.008950606649843040e-01,2.007714434713799290e-01,2.008840055173701789e-01,2.008893468024242068e-01,2.008832602885096685e-01,2.008771667680973039e-01,2.008928553077793666e-01,2.006704022111480135e-01
2.008720686486591689e-01,2.008928068788459753e-01,2.008883974226376989e-01,2.008861911902447839e-01,2.008916078734920563e-01,2.008087325777743737e-01,2.008862870310314241e-01,2.006537489090026161e-01,2.008725855695128459e-01
2.008791406336339347e-01,2.008750966466608390e-01,2.007792091815097379e-01,2.007180183831362708e-01,2.008669889625646354e-01,2.004690888469777277e-01,2.005049817468319562e-01,2.007018135119055524e-01,2.008567348774318029e-01
2.008796751478620080e-01,2.008793467361177365e-01,2.005141702072187615e-01,2.006565519382696450e-01,2.008729040777988695e-01,2.008333881838804402e-01,2.008438830839506528e-01,2.008851704696342499e-01,2.008853351015571498e-01
2.008774067705835220e-01,2.008926187615874548e-01,2.008319018494651720e-01,2.008349822354505432e-01,2.007280250161545543e-01,2.007586113047201692e-01,2.007795976665494864e-01,2.008692380471101546e-01,2.008508256332824649e-01
2.008977694680854353e-01,2.008845492833052637e-01,2.007594134277413955e-01,2.008674281066764877e-01,2.006334983147724793e-01,2.006443467561386529e-01,2.005995063062707973e-01,2.007915739005954325e-01,2.007483105134584833e-01
2.008924246777089306e-01,2.008910077073779998e-01,2.008500843318955509e-01,2.008428426511345566e-01,2.008783579714823742e-01,2.008553866166847557e-01,2.008921905809956665e-01,2.007162299465587718e-01,2.008066075726626376e-01
2.007786016411435004e-01,2.004684455307551016e-01,2.008690155667278987e-01,2.008908449551214392e-01,2.008840709546633463e-01,2.008646271592931243e-01,2.008792202105483538e-01,2.008992238262704288e-01,2.008074020293851569e-01
2.008274657898623528e-01,2.007411542780287717e-01,2.008214200044766695e-01,2.008235793710861361e-01,2.008741609641788994e-01,2.008200031899418370e-01,2.008416681106842405e-01,2.008939740755614212e-01,2.006729146009643139e-01
2.008765736475776886e-01,2.009248070753998638e-01,2.008354511580446866e-01,2.008939236078577384e-01,2.008091958781896835e-01,2.009323076103047556e-01,2.009344315528872327e-01,2.009332449405792920e-01,2.009025598013838010e-01
2.009207930246967866e-01,2.009164708735654281e-01,2.008993115501672144e-01,2.007199196144421049e-01,2.009193090291684081e-01,2.008150260455313085e-01,2.007961910317073162e-01,2.008798110890707700e-01,2.008365342404616061e-01
2.009405515977385759e-01,2.009329361675453729e-01,2.008291655504529094e-01,2.009379484379638647e-01,2.007698847273437781e-01,2.007992787114799838e-01,2.007470831146005996e-01,2.008878645488819392e-01,2.009117394772116094e-01
